materialId,materialType,status,ownerOrg,numCredentials,numTransfers,hasIdentity,hasQC,hasExpiredQC,hasTamperedArtifact,hasPendingTransfer,expectedOnChain,expectedFull
bio:cell_line:e341a4bd-8b47-4a88-af90-e95a4ac32f4b,CELL_LINE,ACTIVE,BioRepository_MSP,3,3,true,true,false,false,true,FAIL,FAIL
bio:cell_line:6e575807-d708-4efd-86f8-d9961d3a9619,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,true,false,PASS,FAIL
bio:plasmid:b006e335-5306-401c-88f5-6954dbf4b1ad,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:428321ef-4519-436f-b99c-2f16e2cad4b2,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:c59447c2-7fbc-4bd6-84d8-27cbd0ccde82,CELL_LINE,ACTIVE,BioRepository_MSP,2,3,true,true,false,false,true,FAIL,FAIL
bio:cell_line:706f5481-2e02-43c9-9d03-441ffbe42621,CELL_LINE,REVOKED,BioRepository_MSP,2,2,true,true,false,false,false,FAIL,FAIL
bio:cell_line:29d5cc21-d210-4ebf-a05a-82926424577d,CELL_LINE,QUARANTINED,LabA_MSP,3,2,true,true,false,true,false,FAIL,FAIL
bio:cell_line:158c0e74-a278-4e19-b7d9-6dd452169c6f,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:fd6eb63e-66d3-4fab-9c44-f5733b7980f8,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:92ee2899-3c44-4762-b9f1-f360df1bd9e4,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,true,false,true,false,PASS,FAIL
bio:plasmid:e05ab5ba-9d04-4f2b-a851-159db79b916f,PLASMID,ACTIVE,LabA_MSP,3,3,true,true,true,true,false,FAIL,FAIL
bio:cell_line:8e0e0f3f-39d3-4731-930e-15ea1c848c88,CELL_LINE,REVOKED,LabB_MSP,3,1,true,true,true,true,false,FAIL,FAIL
bio:cell_line:5ae8ae07-ed8c-40db-bb4a-0346411fa190,CELL_LINE,ACTIVE,LabB_MSP,3,3,true,true,false,true,false,PASS,FAIL
bio:cell_line:094637fe-8319-4f99-b79d-7908355dbb4a,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:11f5b1d9-384c-41e9-9996-f70d7e0af8de,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:00ff623c-7b07-431f-be97-dc0c80de8610,CELL_LINE,REVOKED,LabA_MSP,2,2,true,true,false,false,false,FAIL,FAIL
bio:cell_line:3d476598-6995-4b32-a8de-9e40fbe1dcb2,CELL_LINE,ACTIVE,LabB_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:18f36c20-dcba-452e-b8fd-4e482624db31,CELL_LINE,ACTIVE,LabB_MSP,3,2,true,true,true,true,false,FAIL,FAIL
bio:cell_line:64d2e408-bfeb-4f66-a58b-947986cbdba0,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,false,true,false,PASS,FAIL
bio:cell_line:bc4a6f35-529f-4a68-a0f3-5651134bbe61,CELL_LINE,ACTIVE,LabA_MSP,3,3,true,true,true,false,false,FAIL,FAIL
bio:cell_line:a1ed2d6a-fa1c-48f0-8504-07e20438f096,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,false,true,false,PASS,FAIL
bio:cell_line:2e55c101-cd90-4368-ad38-225a80f5c194,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:a51e31e5-0bdf-428d-879d-87e59cc508bf,CELL_LINE,QUARANTINED,LabA_MSP,3,3,true,true,true,true,false,FAIL,FAIL
bio:plasmid:7754f678-26ae-47eb-804a-94f94e511a1c,PLASMID,ACTIVE,BioRepository_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:966dd845-c151-4968-98bd-f4fb4cb00273,PLASMID,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,true,FAIL,FAIL
bio:plasmid:fa626f67-ffe0-469f-82c7-e332b779e455,PLASMID,ACTIVE,LabB_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:061f68cc-f3cd-438c-8631-18d558bd0d46,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:plasmid:e8e7ade3-4e8b-4d50-9a1a-4bea09188a05,PLASMID,ACTIVE,LabA_MSP,2,2,true,false,false,false,false,FAIL,FAIL
bio:plasmid:fee54c1b-e0c0-424f-93c4-b7f3ec6de03a,PLASMID,REVOKED,LabA_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:cell_line:a991fda3-4aee-41cc-af17-748c18412ada,CELL_LINE,ACTIVE,LabA_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:ff4982ed-9e9e-4d70-9875-345b56435d03,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,false,true,false,PASS,FAIL
bio:cell_line:7c25d19f-9df0-4367-9e31-3a0ee07b428c,CELL_LINE,ACTIVE,LabA_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:befc4a9e-6d90-4981-bf4d-9275ed15b770,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:77359419-e3f2-4ede-8eee-c96c17bf2a54,CELL_LINE,QUARANTINED,LabB_MSP,3,2,true,true,false,true,false,FAIL,FAIL
bio:plasmid:8cd9fd11-2c6c-47ab-afef-b60db82a1a45,PLASMID,ACTIVE,LabA_MSP,3,3,true,true,false,true,false,PASS,FAIL
bio:plasmid:a4648315-529f-4b7f-a91f-fded66a23894,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:f54b2429-e5b5-445d-b547-1deb6d4718dd,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:plasmid:7ab1880a-c876-4091-91f9-7de028f288d6,PLASMID,ACTIVE,LabA_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:a93d911e-cad5-4c68-9384-e9056df04fce,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,true,false,PASS,FAIL
bio:cell_line:50498cef-deea-459d-9ab3-282807d57b09,CELL_LINE,ACTIVE,LabA_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:plasmid:7533bfc8-151f-4799-969a-42040dba49ce,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:plasmid:7fd06a23-e0a5-4cea-8c17-9c32f0ccd879,PLASMID,ACTIVE,LabA_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:e6140ed7-7562-493c-a250-430752d0895b,CELL_LINE,QUARANTINED,LabB_MSP,2,1,true,false,false,false,false,FAIL,FAIL
bio:cell_line:ae056c07-46f4-4cb4-bc03-b06f52b8dd3f,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,true,false,PASS,FAIL
bio:plasmid:cc550912-ee48-49fd-8abf-b2985697f823,PLASMID,REVOKED,LabA_MSP,3,3,true,true,false,false,false,FAIL,FAIL
bio:plasmid:44fffc6e-b643-4a47-8f31-aff692e70ff2,PLASMID,ACTIVE,LabA_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:c2497137-6fe2-4652-97a5-e314a6dcc800,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:8cc02e63-cc45-4add-8b90-c5f579dae41b,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,false,true,false,PASS,FAIL
bio:plasmid:f4c11ed0-41fe-4e56-ad3d-c782eef2b9ff,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:plasmid:a2ae8088-cb93-4a9e-97dc-69d5846c8faa,PLASMID,ACTIVE,BioRepository_MSP,2,1,true,true,true,false,true,FAIL,FAIL
bio:cell_line:3778691a-60f1-45c0-9829-77bf8e803191,CELL_LINE,ACTIVE,BioRepository_MSP,1,2,true,false,false,false,true,FAIL,FAIL
bio:cell_line:b54240ca-b0e8-4927-8d76-be5aaaced8fb,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:53a76370-0141-4c18-9480-f4f1c58e5290,CELL_LINE,ACTIVE,BioRepository_MSP,3,1,true,true,true,false,true,FAIL,FAIL
bio:cell_line:2186f2fc-2851-4393-b5e2-7ab1de5321ac,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:plasmid:64ae18ea-0b8a-4941-9b81-b059008e031e,PLASMID,ACTIVE,BioRepository_MSP,2,3,true,true,false,true,false,PASS,FAIL
bio:plasmid:15956bc9-abef-4133-be42-a0cc012b74d3,PLASMID,ACTIVE,LabB_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:d6bfcf38-e8c9-4894-b3c3-ddeec228d9d7,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,false,true,false,PASS,FAIL
bio:plasmid:2f173742-6d08-4a5a-98ed-8cf48d9ff15e,PLASMID,QUARANTINED,LabA_MSP,2,1,true,true,false,false,false,FAIL,FAIL
bio:cell_line:01051295-2024-42aa-b935-d314eea4677f,CELL_LINE,ACTIVE,BioRepository_MSP,2,3,true,true,false,true,false,PASS,FAIL
bio:cell_line:08ff28c9-9a69-4f0e-bf81-b6d28f6f4e4d,CELL_LINE,ACTIVE,BioRepository_MSP,2,1,true,true,false,false,true,FAIL,FAIL
bio:cell_line:6528851a-fb33-4a44-8598-ae693f6e8cab,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,true,false,PASS,FAIL
bio:cell_line:7da7af90-f655-4b0d-ad30-9630811337a5,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,true,true,false,FAIL,FAIL
bio:plasmid:61c09b54-6bd0-40b5-b437-62dbd3bb1ab2,PLASMID,REVOKED,LabA_MSP,2,3,true,true,false,true,false,FAIL,FAIL
bio:plasmid:45307927-345c-48f3-b452-8f3ec2eea5a3,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,false,true,false,PASS,FAIL
bio:cell_line:a209f1bb-5e62-4f37-b5f6-761a40219968,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:cfbc57dd-2d8e-4659-bd4e-460ab3575ad5,CELL_LINE,REVOKED,LabB_MSP,3,2,true,true,false,true,false,FAIL,FAIL
bio:cell_line:cbcf42f1-4322-47a4-9d15-c58dade750fc,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,true,true,false,FAIL,FAIL
bio:cell_line:e5a20626-3508-46f7-8be6-7884c98e8d95,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:4bc0e4b2-29fa-4b30-8060-871935688a42,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,false,true,false,PASS,FAIL
bio:cell_line:e73e8f0a-27e4-4a72-a566-158fd128e292,CELL_LINE,ACTIVE,LabA_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:84f79200-d24b-4a01-820b-93ce22310794,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:7d8d52a4-fb1e-4a52-a6f4-df0b4359322f,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,true,false,PASS,FAIL
bio:cell_line:dbff8c2c-9c64-4557-b0cc-46af2041f11b,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:9c9a5272-4462-42e8-ba19-0cb144cbce4d,PLASMID,ACTIVE,BioRepository_MSP,3,2,true,true,false,true,false,PASS,FAIL
bio:cell_line:e5be0d78-a0b0-4c26-90b1-87bac8bf7f6a,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:plasmid:b166ec8d-0178-45c9-80a2-aaf9724259b7,PLASMID,ACTIVE,LabB_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:ab2594e0-dc66-49b4-9f58-5a5479e0c900,CELL_LINE,REVOKED,LabB_MSP,3,1,true,true,false,true,false,FAIL,FAIL
bio:plasmid:6ad4cef2-94b4-4145-bde1-60cd7d7093fc,PLASMID,REVOKED,LabA_MSP,2,3,true,true,false,false,false,FAIL,FAIL
bio:plasmid:f65a3650-de9b-4c8d-9eee-c60c56370cda,PLASMID,ACTIVE,BioRepository_MSP,1,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:f849a80d-cfd2-4811-b1df-ced7e032b3fc,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,false,false,true,false,FAIL,FAIL
bio:cell_line:8720a04f-abe7-45ae-8e45-ef3b02a92652,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:5d1924f0-f60c-4723-b19d-52d0fdc0cdc0,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:f6b7e5ee-04b0-4d58-b06c-2081e8e1c780,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:plasmid:ffbf288a-32f1-4b92-9634-59055a18e2a6,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:plasmid:fafa2f1b-3e6c-4aee-9516-1ad255a7492f,PLASMID,ACTIVE,BioRepository_MSP,1,2,true,false,false,false,true,FAIL,FAIL
bio:cell_line:c5bbabbf-c7e7-4752-82bc-c503751d5b6e,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:55645f2e-0209-4808-a9fd-3a9633829790,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:5573ec31-a665-4966-b6df-4a8fd8810c39,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:a9578408-320b-415a-9ac1-eff4cda7ccd4,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:ed1bd029-f58d-4979-b667-1161bc3b3731,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:8229fd2f-3172-422d-a867-827730490e34,CELL_LINE,ACTIVE,LabA_MSP,1,3,true,false,false,false,false,FAIL,FAIL
bio:plasmid:28608ea6-4a4b-4418-b96c-1d6d0291baa2,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,false,true,false,PASS,FAIL
bio:cell_line:43459e6e-5445-4d67-b3cf-663c74b31bb1,CELL_LINE,ACTIVE,LabB_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:c6edb4f7-5560-4cd6-8e8d-4714ba9b093a,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:179ae16a-6c51-42ad-920c-f787930583b0,CELL_LINE,ACTIVE,LabB_MSP,3,2,true,true,false,true,false,PASS,FAIL
bio:plasmid:20f17d00-e02b-436f-933d-85338980303c,PLASMID,ACTIVE,BioRepository_MSP,1,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:ec3e4653-7f56-418c-9de2-17b6d9f53f09,CELL_LINE,ACTIVE,LabA_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:fc2422a1-5eb3-4682-9635-86b12bb9b919,CELL_LINE,ACTIVE,BioRepository_MSP,2,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:d65d72a3-c114-4e16-8da6-745e706e8932,CELL_LINE,ACTIVE,LabA_MSP,3,3,true,true,true,false,false,FAIL,FAIL
bio:plasmid:4e7d62f1-ac1c-4145-a869-a2ad392625f1,PLASMID,REVOKED,LabB_MSP,2,3,true,true,false,false,false,FAIL,FAIL
bio:cell_line:e345ee7a-ae2b-4cb3-8a57-ea5ffeb988fb,CELL_LINE,ACTIVE,LabA_MSP,3,3,true,true,true,true,false,FAIL,FAIL
bio:cell_line:4f4b8f4a-8501-45a7-af4b-7d7c8cffd8f1,CELL_LINE,ACTIVE,LabB_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:8bffe205-5385-4d43-af81-ec5c80c84491,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:78d2c0eb-88a2-40c5-a80b-c3ed7b45281f,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:3ef36b5c-d535-4c30-81e1-83e8e4cb130e,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:fb660006-d61d-4fe6-bded-959e2843331f,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:e32633ec-d98e-4ac2-8885-3f49dbe04f2d,CELL_LINE,ACTIVE,LabB_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:2874d3ce-33a6-4764-bbd5-f0d12cab64f8,CELL_LINE,ACTIVE,LabA_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:e3352af7-b91c-4765-9e0d-698e34b3afd7,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,true,false,FAIL,FAIL
bio:cell_line:5caefa05-e1ed-4b57-879d-17707c0494e8,CELL_LINE,REVOKED,LabB_MSP,2,1,true,true,false,true,false,FAIL,FAIL
bio:cell_line:70e72428-8491-4ce0-a0f0-ff3dcacfeec1,CELL_LINE,REVOKED,LabA_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:d6eabfb4-e3ac-4dc9-b8dd-b6a7d2192a3a,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,true,true,true,false,FAIL,FAIL
bio:plasmid:aabfd80a-9c90-41da-8f03-60b9a0b5e601,PLASMID,ACTIVE,LabA_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:24deccc7-fb26-4c5d-a71d-87e3d0a1705d,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:f03f4a85-58d7-4c75-9176-d248f670e389,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,true,false,PASS,FAIL
bio:cell_line:9a3a0165-68ef-4282-9add-2925e237ebec,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,true,FAIL,FAIL
bio:plasmid:d68163d2-a137-494e-8dd6-b54a5df2df3a,PLASMID,ACTIVE,LabB_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:cell_line:5ca339a6-8a1c-4af3-a15d-9c374ea26173,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:24f57d16-698e-4e50-a3f0-298580081e35,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,false,false,true,false,FAIL,FAIL
bio:cell_line:bc11dde5-2255-490f-8412-1b78ecea8176,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:9661ab3c-2c32-4e6b-900a-2a7a6d0617a6,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,true,true,false,FAIL,FAIL
bio:cell_line:35e6ca6f-b12d-40b6-8b7b-ee6a8caa3555,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,true,true,true,false,FAIL,FAIL
bio:cell_line:461a09d4-7180-4cfb-a1b3-d36145cc8013,CELL_LINE,REVOKED,BioRepository_MSP,2,2,true,true,false,false,false,FAIL,FAIL
bio:cell_line:429aad23-3ebc-42f2-a77e-5b0b947da2be,CELL_LINE,ACTIVE,BioRepository_MSP,2,3,true,false,false,false,true,FAIL,FAIL
bio:cell_line:ca353362-d233-467d-918a-fcd429a642ef,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:c582a54d-2dea-4ee6-88d9-cc7a8610395f,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,true,false,PASS,FAIL
bio:cell_line:5b2b2339-e93e-4912-bfaa-ef730ee80b3b,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:plasmid:e34bfd14-76e9-460c-a997-74f5bd5f9d12,PLASMID,ACTIVE,LabA_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:ba80abb3-b486-4de7-a45a-9239030ea693,CELL_LINE,ACTIVE,LabA_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:7a88bfe9-d28a-4ce3-b276-d9279ecebb94,CELL_LINE,ACTIVE,BioRepository_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:7dd68b5b-d13d-4ee6-882a-05bf628d990d,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,true,false,PASS,FAIL
bio:cell_line:183b499a-18b8-4111-8cf3-20bedd3a2275,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:plasmid:742ca99d-47a6-4771-9d24-256c2d8adff2,PLASMID,QUARANTINED,LabA_MSP,2,3,true,true,false,false,false,FAIL,FAIL
bio:plasmid:b3ce906e-9aef-4a94-b5a5-233dea057ab3,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:c0156aa3-3085-44f3-b3ba-2dd5741dbb5d,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:b80ce9d9-ac49-4f38-8a7c-56bd763c0fbc,CELL_LINE,QUARANTINED,BioRepository_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:plasmid:5dfbf33d-4086-4e3e-9029-9e49feb3ba0e,PLASMID,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:241ba3e8-ee46-46a7-8e79-687b3df1f70e,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:35f7438c-fb34-43d1-9b54-3e9c1d53d1d1,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:plasmid:4e133bdc-5a11-4306-8c1d-98a17407e54c,PLASMID,ACTIVE,LabA_MSP,3,3,true,true,true,true,false,FAIL,FAIL
bio:plasmid:b7a98369-2a86-4604-95bc-1c94693fa85b,PLASMID,ACTIVE,LabB_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:cell_line:5f04078e-c63d-4055-a80b-1d7dc171c7e1,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,false,false,false,false,FAIL,FAIL
bio:cell_line:fc62bba0-761b-42b3-a25e-faa4be40664f,CELL_LINE,ACTIVE,LabA_MSP,1,1,true,false,false,false,false,FAIL,FAIL
bio:plasmid:f6370916-144c-41ba-952d-18e38d61e9fd,PLASMID,ACTIVE,LabB_MSP,2,2,true,true,false,true,false,PASS,FAIL
bio:cell_line:42d513ac-0ec1-4df4-bccd-76b279f60439,CELL_LINE,QUARANTINED,BioRepository_MSP,1,1,true,false,false,false,true,FAIL,FAIL
bio:cell_line:aeca1888-61f4-4352-a8ae-6456e034b741,CELL_LINE,ACTIVE,LabB_MSP,3,3,true,true,true,false,false,FAIL,FAIL
bio:plasmid:563fdc80-128b-475a-9513-bdaffdc9b865,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,true,true,false,FAIL,FAIL
bio:cell_line:fef98b50-dc20-494d-b545-59e060a9d109,CELL_LINE,ACTIVE,BioRepository_MSP,3,1,true,true,false,false,true,FAIL,FAIL
bio:plasmid:a14a2064-7214-4670-b178-515dae2eb86c,PLASMID,ACTIVE,LabA_MSP,3,3,true,true,true,true,false,FAIL,FAIL
bio:plasmid:f1b2a201-7663-4e32-b7fe-8af3a179d51d,PLASMID,ACTIVE,LabA_MSP,3,2,true,true,false,true,false,PASS,FAIL
bio:plasmid:94c720d8-07cb-4f18-a5c8-a0128597a9d2,PLASMID,ACTIVE,LabB_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:b18a8dce-f3b9-432e-b37e-e93e0b0c3ecd,PLASMID,QUARANTINED,LabB_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:8ee44ebe-6edd-495e-b94a-f5c0677d9121,CELL_LINE,ACTIVE,BioRepository_MSP,3,3,true,true,false,true,false,PASS,FAIL
bio:cell_line:e05d2444-aa78-4aa0-ab3c-48b956cd5742,CELL_LINE,ACTIVE,LabB_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:plasmid:d3193d81-9c3d-46be-b424-d74e516d3191,PLASMID,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:fc9da958-fdef-491a-9075-97f1ee39c05b,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:3ea592d9-1f56-4621-8770-ce723a53693f,CELL_LINE,ACTIVE,LabB_MSP,3,2,true,true,false,true,false,PASS,FAIL
bio:plasmid:5d7f30eb-8473-49fb-ac76-ff9f308742d5,PLASMID,REVOKED,BioRepository_MSP,3,2,true,true,false,false,false,FAIL,FAIL
bio:cell_line:a96161d6-5d30-468f-aca9-ab6a20652501,CELL_LINE,QUARANTINED,BioRepository_MSP,3,3,true,true,false,false,true,FAIL,FAIL
bio:cell_line:33d6fe14-ad80-4b42-9822-d4ef8cad9891,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:47ffd955-fb7a-47b1-9653-b4ecf543c239,CELL_LINE,QUARANTINED,BioRepository_MSP,2,2,true,true,true,true,false,FAIL,FAIL
bio:plasmid:e96a1e1c-d29f-4a3f-b3fa-ac34b364c091,PLASMID,ACTIVE,LabA_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:0d652d0f-f805-4b48-854c-952806308e71,CELL_LINE,ACTIVE,LabA_MSP,2,3,true,true,false,true,false,PASS,FAIL
bio:cell_line:8722f9c5-8f53-4be6-83cd-834f5d624d85,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:7b452b6f-75a1-4ef6-8410-e727bc82bdff,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:plasmid:10fdd251-e192-40e0-9882-5bbcc9a1f7f9,PLASMID,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:plasmid:dafd6947-e708-4d2f-98e4-78b1de0be524,PLASMID,ACTIVE,BioRepository_MSP,2,2,true,false,false,false,false,FAIL,FAIL
bio:cell_line:5bb071a9-f443-45e8-8990-57d139ed715b,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:cell_line:730b0ec6-9979-4188-8c96-a0d18bf9873b,CELL_LINE,ACTIVE,LabB_MSP,1,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:5f491094-96d5-4e4d-8c54-664cd9505e8d,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:6d65a3d1-33f4-4d6c-8a00-74d899eaa932,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,true,false,false,false,PASS,PASS
